ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
1183,1996,US-2020-147221,12/2/2020,12/4/2020,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,-766.012
1184,1997,US-2020-147221,12/2/2020,12/4/2020,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,-3.7196
1185,2001,CA-2020-166128,4/11/2020,4/18/2020,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.9945
1186,2002,CA-2020-166128,4/11/2020,4/18/2020,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,14.2324
1187,2003,CA-2020-163510,12/25/2020,12/28/2020,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,9.594
1188,2004,CA-2020-163510,12/25/2020,12/28/2020,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,76.1125
1189,2005,US-2020-143028,4/11/2020,4/18/2020,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,-17.046
1190,2008,CA-2020-165386,8/3/2020,8/4/2020,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,-36.6744
1191,2014,CA-2019-145905,9/18/2019,9/23/2019,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,84.2352
1192,2015,CA-2019-145905,9/18/2019,9/23/2019,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,6.0168
1193,2016,CA-2019-145905,9/18/2019,9/23/2019,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,117.0104
1194,2021,CA-2019-168354,9/19/2019,9/21/2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,481.869
1195,2022,CA-2019-168354,9/19/2019,9/21/2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,7.668
1196,2023,CA-2019-168354,9/19/2019,9/21/2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3,23.7744
1197,2024,CA-2019-168354,9/19/2019,9/21/2019,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,244.2496
1198,2025,US-2020-111241,8/20/2020,8/22/2020,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,77.714
1199,2027,CA-2019-113516,9/8/2019,9/10/2019,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,11.5584
1200,2028,CA-2019-113516,9/8/2019,9/10/2019,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,23.4976
1201,2033,CA-2019-128923,12/9/2019,12/13/2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,3.2872
1202,2034,CA-2019-128923,12/9/2019,12/13/2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.8162
1203,2035,CA-2020-162481,9/25/2020,9/29/2020,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,3.8822
1204,2036,CA-2020-162481,9/25/2020,9/29/2020,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,51.2943
1205,2044,US-2020-158946,11/18/2020,11/23/2020,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,7,7.7728
1206,2046,CA-2019-131835,7/17/2019,7/21/2019,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,45.5392
1207,2047,CA-2019-131835,7/17/2019,7/21/2019,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,280.59
1208,2048,CA-2019-131835,7/17/2019,7/21/2019,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,26.6304
1209,2055,CA-2019-136434,12/1/2019,12/7/2019,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,5.193
1210,2056,CA-2020-120376,12/22/2020,12/25/2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,63.984
1211,2057,CA-2020-120376,12/22/2020,12/25/2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,412.5394
1212,2058,CA-2020-120376,12/22/2020,12/25/2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,30.5964
1213,2059,CA-2020-120376,12/22/2020,12/25/2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,70.006
1214,2071,CA-2019-146521,7/21/2019,7/23/2019,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,1,-1.294
1215,2072,US-2020-110996,11/20/2020,11/25/2020,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,-46.137
1216,2073,CA-2019-129693,11/26/2019,12/2/2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,2.5592
1217,2074,CA-2020-122504,11/7/2020,11/12/2020,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,13.7931
1218,2075,CA-2020-122504,11/7/2020,11/12/2020,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,66.6351
1219,2077,CA-2020-140676,9/12/2020,9/15/2020,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,19.95
1220,2078,CA-2020-140676,9/12/2020,9/15/2020,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,26.3494
1221,2079,CA-2020-140676,9/12/2020,9/15/2020,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,45.528
1222,2083,CA-2020-104647,2/23/2020,3/1/2020,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,16.848
1223,2085,CA-2019-140501,6/23/2019,6/28/2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,56.1752
1224,2086,CA-2019-140501,6/23/2019,6/28/2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,8.6715
1225,2087,CA-2019-140501,6/23/2019,6/28/2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,38.988
1226,2088,CA-2019-140501,6/23/2019,6/28/2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,68.9631
1227,2089,CA-2019-140501,6/23/2019,6/28/2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2,1.4652
1228,2091,CA-2020-166142,7/15/2020,7/19/2020,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,13.0095
1229,2092,CA-2020-166142,7/15/2020,7/19/2020,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,-48.7839
1230,2096,US-2019-146570,5/15/2019,5/20/2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,240.5648
1231,2097,US-2019-146570,5/15/2019,5/20/2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,25.7488
1232,2098,US-2019-146570,5/15/2019,5/20/2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,2.1684
1233,2099,CA-2020-124401,9/7/2020,9/12/2020,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,2.355
1234,2100,CA-2020-124401,9/7/2020,9/12/2020,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,80.4839
1235,2104,CA-2020-167101,3/24/2020,3/28/2020,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,4,106.5216
1236,2105,CA-2020-167101,3/24/2020,3/28/2020,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,11.7
1237,2118,CA-2019-130267,9/19/2019,9/23/2019,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,73.5448
1238,2119,CA-2020-155460,4/13/2020,4/15/2020,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.376
1239,2120,CA-2020-155460,4/13/2020,4/15/2020,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.373
1240,2121,US-2020-168690,1/7/2020,1/13/2020,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,-1.9656
1241,2122,CA-2020-158246,11/9/2020,11/11/2020,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997
1242,2123,CA-2020-167381,9/22/2020,9/24/2020,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,41.1332
1243,2124,CA-2020-167381,9/22/2020,9/24/2020,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,13.3056
1244,2125,CA-2020-144862,12/1/2020,12/5/2020,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,35.3295
1245,2126,CA-2020-144862,12/1/2020,12/5/2020,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,7,9.4437
1246,2139,US-2020-157896,11/16/2020,11/16/2020,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,73.41
1247,2143,CA-2019-155481,9/1/2019,9/5/2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906
1248,2144,CA-2019-155481,9/1/2019,9/5/2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,-4.7976
1249,2145,CA-2019-155481,9/1/2019,9/5/2019,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,5.4236
1250,2146,US-2019-152051,6/25/2019,6/29/2019,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,-18.0882
1251,2147,US-2019-152051,6/25/2019,6/29/2019,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,-27.9312
1252,2148,US-2019-152051,6/25/2019,6/29/2019,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6,-50.8704
1253,2150,CA-2020-102771,3/31/2020,4/5/2020,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,22.087
1254,2151,US-2020-139969,11/19/2020,11/26/2020,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,-53.2704
1255,2154,CA-2019-117282,7/14/2019,7/18/2019,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,5.133
1256,2155,US-2019-120460,4/30/2019,5/5/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736
1257,2156,CA-2019-111115,7/25/2019,7/27/2019,Second Class,LB-16735,Larry Blacks,Consumer,United States,Los Angeles,California,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,6,10.74
1258,2159,CA-2020-148166,10/21/2020,10/26/2020,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Deltona,Florida,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,4,2.0088
1259,2160,CA-2019-159737,9/3/2019,9/9/2019,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736
1260,2161,CA-2019-141019,5/14/2019,5/14/2019,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,29.769
1261,2162,CA-2019-101938,1/7/2019,1/12/2019,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.0282
1262,2163,CA-2020-166296,3/13/2020,3/19/2020,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Manteca,California,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,150.984
1263,2164,CA-2019-154018,10/13/2019,10/19/2019,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3,23.997
1264,2165,CA-2019-154018,10/13/2019,10/19/2019,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.288,2,3.0044
1265,2166,CA-2019-154018,10/13/2019,10/19/2019,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,-150.414
1266,2167,CA-2019-154018,10/13/2019,10/19/2019,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334,15.872,1,1.1904
1267,2168,CA-2019-154018,10/13/2019,10/19/2019,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,7,-11.0005
1268,2169,CA-2020-117870,1/27/2020,1/30/2020,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016,3,1.752
